"Paper Name","DOI","Run ID","Method","Total Formulation Volume","API Name","API Initial Amount","Chitosan Molecular Weight/Type","Chitosan Initial Amount","Alginate Initial Amount","CS_ALG Ratio","Surfactant Type","Surfactant Initial Amount","Crosslinker Type","Crosslinker Initial Amount","Stirring Speed","Temperature","Sonication Time","pH","Particle Size","Zeta Potential","Encapsulation Efficiency","Data Extraction Remarks","Data Extraction Thoughts"
"Phytosterol-Loaded Surface-Tailored Bioactive-Polymer Nanoparticles for Cancer Treatment: Optimization, In Vitro Cell Viability, Antioxidant Activity, and Stability Studies","10.3390/gels8040219","FN13","Ionotropic gelation",,"β-Sitosterol","5 mg","CS (MW = 50-190 KDa)","10 mL @ 0.10% w/v","5 mL @ 0.40% w/v",,,,"CaCl2","5 mL @ 32 mM","1000 rpm",,"10 min","5.2","149 nm",,"70%",,"- Constants & Hunted Values: API (β-Sitosterol) is fixed at 5 mg for all runs (found in methods text). Alginate volume is fixed at 5 mL (methods text). CaCl2 volume is fixed at 5 mL (methods text). CS volume is fixed at 10 mL (methods text). Stirring is fixed at 1000 rpm (methods text). Sonication time is fixed at 10 min (methods text). pH is fixed at 5.2 (methods text). Zeta potential is only reported for the optimized formulation (+25 mV).
- DoE Mapping: No DoE codes used in Table 2; actual physical values are listed directly.
- Volume Logic: Total Vol is NaN (standalone conc. used in DoE table, final vol not explicitly stated).
- CQA Pairing Strategy: Inputs and outputs (Size, EE) are directly paired in Table 2. Zeta potential is only available for the optimized formulation found in the text. All 17 runs + 1 optimized run extracted."
"Phytosterol-Loaded Surface-Tailored Bioactive-Polymer Nanoparticles for Cancer Treatment: Optimization, In Vitro Cell Viability, Antioxidant Activity, and Stability Studies","10.3390/gels8040219","FN14","Ionotropic gelation",,"β-Sitosterol","5 mg","CS (MW = 50-190 KDa)","10 mL @ 0.20% w/v","5 mL @ 0.20% w/v",,,,"CaCl2","5 mL @ 32 mM","1000 rpm",,"10 min","5.2","180 nm",,"78%",,"- Constants & Hunted Values: API (β-Sitosterol) is fixed at 5 mg for all runs (found in methods text). Alginate volume is fixed at 5 mL (methods text). CaCl2 volume is fixed at 5 mL (methods text). CS volume is fixed at 10 mL (methods text). Stirring is fixed at 1000 rpm (methods text). Sonication time is fixed at 10 min (methods text). pH is fixed at 5.2 (methods text). Zeta potential is only reported for the optimized formulation (+25 mV).
- DoE Mapping: No DoE codes used in Table 2; actual physical values are listed directly.
- Volume Logic: Total Vol is NaN (standalone conc. used in DoE table, final vol not explicitly stated).
- CQA Pairing Strategy: Inputs and outputs (Size, EE) are directly paired in Table 2. Zeta potential is only available for the optimized formulation found in the text. All 17 runs + 1 optimized run extracted."
"Phytosterol-Loaded Surface-Tailored Bioactive-Polymer Nanoparticles for Cancer Treatment: Optimization, In Vitro Cell Viability, Antioxidant Activity, and Stability Studies","10.3390/gels8040219","FN15","Ionotropic gelation",,"β-Sitosterol","5 mg","CS (MW = 50-190 KDa)","10 mL @ 0.20% w/v","5 mL @ 0.40% w/v",,,,"CaCl2","5 mL @ 24 mM","1000 rpm",,"10 min","5.2","146 nm",,"71%",,"- Constants & Hunted Values: API (β-Sitosterol) is fixed at 5 mg for all runs (found in methods text). Alginate volume is fixed at 5 mL (methods text). CaCl2 volume is fixed at 5 mL (methods text). CS volume is fixed at 10 mL (methods text). Stirring is fixed at 1000 rpm (methods text). Sonication time is fixed at 10 min (methods text). pH is fixed at 5.2 (methods text). Zeta potential is only reported for the optimized formulation (+25 mV).
- DoE Mapping: No DoE codes used in Table 2; actual physical values are listed directly.
- Volume Logic: Total Vol is NaN (standalone conc. used in DoE table, final vol not explicitly stated).
- CQA Pairing Strategy: Inputs and outputs (Size, EE) are directly paired in Table 2. Zeta potential is only available for the optimized formulation found in the text. All 17 runs + 1 optimized run extracted."
"Phytosterol-Loaded Surface-Tailored Bioactive-Polymer Nanoparticles for Cancer Treatment: Optimization, In Vitro Cell Viability, Antioxidant Activity, and Stability Studies","10.3390/gels8040219","FN16","Ionotropic gelation",,"β-Sitosterol","5 mg","CS (MW = 50-190 KDa)","10 mL @ 0.30% w/v","5 mL @ 0.40% w/v",,,,"CaCl2","5 mL @ 16 mM","1000 rpm",,"10 min","5.2","138 nm",,"67%",,"- Constants & Hunted Values: API (β-Sitosterol) is fixed at 5 mg for all runs (found in methods text). Alginate volume is fixed at 5 mL (methods text). CaCl2 volume is fixed at 5 mL (methods text). CS volume is fixed at 10 mL (methods text). Stirring is fixed at 1000 rpm (methods text). Sonication time is fixed at 10 min (methods text). pH is fixed at 5.2 (methods text). Zeta potential is only reported for the optimized formulation (+25 mV).
- DoE Mapping: No DoE codes used in Table 2; actual physical values are listed directly.
- Volume Logic: Total Vol is NaN (standalone conc. used in DoE table, final vol not explicitly stated).
- CQA Pairing Strategy: Inputs and outputs (Size, EE) are directly paired in Table 2. Zeta potential is only available for the optimized formulation found in the text. All 17 runs + 1 optimized run extracted."
"Phytosterol-Loaded Surface-Tailored Bioactive-Polymer Nanoparticles for Cancer Treatment: Optimization, In Vitro Cell Viability, Antioxidant Activity, and Stability Studies","10.3390/gels8040219","FN17","Ionotropic gelation",,"β-Sitosterol","5 mg","CS (MW = 50-190 KDa)","10 mL @ 0.30% w/v","5 mL @ 0.20% w/v",,,,"CaCl2","5 mL @ 24 mM","1000 rpm",,"10 min","5.2","131 nm",,"79%",,"- Constants & Hunted Values: API (β-Sitosterol) is fixed at 5 mg for all runs (found in methods text). Alginate volume is fixed at 5 mL (methods text). CaCl2 volume is fixed at 5 mL (methods text). CS volume is fixed at 10 mL (methods text). Stirring is fixed at 1000 rpm (methods text). Sonication time is fixed at 10 min (methods text). pH is fixed at 5.2 (methods text). Zeta potential is only reported for the optimized formulation (+25 mV).
- DoE Mapping: No DoE codes used in Table 2; actual physical values are listed directly.
- Volume Logic: Total Vol is NaN (standalone conc. used in DoE table, final vol not explicitly stated).
- CQA Pairing Strategy: Inputs and outputs (Size, EE) are directly paired in Table 2. Zeta potential is only available for the optimized formulation found in the text. All 17 runs + 1 optimized run extracted."
"Phytosterol-Loaded Surface-Tailored Bioactive-Polymer Nanoparticles for Cancer Treatment: Optimization, In Vitro Cell Viability, Antioxidant Activity, and Stability Studies","10.3390/gels8040219","Opt1","Ionotropic gelation",,"β-Sitosterol","5 mg","CS (MW = 50-190 KDa)","10 mL @ 0.10% w/v","5 mL @ 0.48% w/v",,,,"CaCl2","5 mL @ 16.32 mM","1000 rpm",,"10 min","5.2","126 nm","+25 mV","91.06%","Optimized formulation","- Constants & Hunted Values: API (β-Sitosterol) is fixed at 5 mg for all runs (found in methods text). Alginate volume is fixed at 5 mL (methods text). CaCl2 volume is fixed at 5 mL (methods text). CS volume is fixed at 10 mL (methods text). Stirring is fixed at 1000 rpm (methods text). Sonication time is fixed at 10 min (methods text). pH is fixed at 5.2 (methods text). Zeta potential is only reported for the optimized formulation (+25 mV).
- DoE Mapping: No DoE codes used in Table 2; actual physical values are listed directly.
- Volume Logic: Total Vol is NaN (standalone conc. used in DoE table, final vol not explicitly stated).
- CQA Pairing Strategy: Inputs and outputs (Size, EE) are directly paired in Table 2. Zeta potential is only available for the optimized formulation found in the text. All 17 runs + 1 optimized run extracted."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F1","Ionic gelation",,"Metformin + Curcumin","1 mL @ 3 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.1:1","Pluronic F127","20 mL @ 1% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"321 nm","25.4 mV","26.7% + 40.5%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F2","Ionic gelation",,"Metformin + Curcumin","1 mL @ 3 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.1:1","Pluronic F127","20 mL @ 3% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"306 nm","19.9 mV","25.3% + 43.4%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F3","Ionic gelation",,"Metformin + Curcumin","1 mL @ 9 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.1:1","Pluronic F127","20 mL @ 1% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"348 nm","27.5 mV","36.8% + 45.8%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F4","Ionic gelation",,"Metformin + Curcumin","1 mL @ 9 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.1:1","Pluronic F127","20 mL @ 3% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"315 nm","20.4 mV","32.1% + 45.7%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F5","Ionic gelation",,"Metformin + Curcumin","1 mL @ 6 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.05:1","Pluronic F127","20 mL @ 1% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"261 nm","26.8 mV","30.7% + 41.2%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F6","Ionic gelation",,"Metformin + Curcumin","1 mL @ 6 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.05:1","Pluronic F127","20 mL @ 3% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"257 nm","21.4 mV","32.7% + 46.9%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F7","Ionic gelation",,"Metformin + Curcumin","1 mL @ 6 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.15:1","Pluronic F127","20 mL @ 1% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"423 nm","22.9 mV","35.7% + 45.0%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
"Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice","10.1016/j.ijpharm.2023.123037","F8","Ionic gelation",,"Metformin + Curcumin","1 mL @ 6 mg + 1 mL @ 1.5 mg","CTS (MW = 85 kDa, 85% DDA)","4 mL","20 mL","0.15:1","Pluronic F127","20 mL @ 3% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C",,,"384 nm","17.1 mV","35.4% + 52.3%",,"- Constants & Hunted Values: Fixed Cur amount (1.5 mg) in 1 mL methanol. Fixed ALG volume (20 mL). Fixed CaCl2 (4 mL @ 0.67 mg/mL). Fixed CTS volume (4 mL). Stirring = 1000 rpm. Temp = 25 C. CS Type = CTS (MW = 85 kDa, 85% DDA). Alg Type = Sodium ALG (medium viscosity, Mw = 80-120 kDa).
- DoE Mapping: A (Pluronic F127): -1=1% w/v, 0=2% w/v, +1=3% w/v. B (Met amount): -1=3 mg, 0=6 mg, +1=9 mg. C (CTS:ALG mass ratio): -1=0.05:1, 0=0.1:1, +1=0.15:1.
- Volume Logic: NaN (standalone conc. used in DoE for surfactant, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs are derived from Table 1 (DoE levels) and Table 2 (run matrix). CQA outputs (Size, Zeta, EE Met, EE Cur) are directly paired from Table 2. EE is reported as two separate values for Met and Cur, combined using '+' in the EE field. All 15 BBD runs and the optimized run (Opt1) have paired CQAs."
